table	line	name	set	spawnable	disabled	item_code	item_name	category	tier	type	type2	current_lvl	proposed_lvl	delta	current_lvl_req	base_levelreq	normal_code	exceptional_code	elite_code
unique	1004	Skull of Fistandantilus		1		xh9	grim helm	armor	exceptional	helm		43	50	7	49	25	bhm	xh9	uh9
unique	211	Vampire Gaze		1		xh9	Grim Helm	armor	exceptional	helm		43	50	7	41	25	bhm	xh9	uh9
unique	210	Blackhorn's Face		1		xsk	Death Mask	armor	exceptional	helm		43	48	5	41	25	msk	xsk	usk
unique	1001	Wraithshadow		1		xsk	death mask	armor	exceptional	helm		43	48	5	44	25	msk	xsk	usk
unique	422	Unique Warlock Helm		1		xsk	death mask	armor	exceptional	helm		50	48	-2	50	25	msk	xsk	usk
unique	1298	Centaur's Sight		1		dr8	hunters guise	armor	exceptional	pelt		25	46	21	37	29	dr3	dr8	drd
unique	1299	Night Prowler		1		dr8	Hunter's Guise	armor	exceptional	pelt		25	46	21	43	29	dr3	dr8	drd
unique	1301	Falcon Sharp		1		dr9	Sacred Feathers	armor	exceptional	pelt		30	50	20	40	32	dr4	dr9	dre
unique	1297	Creeper's Canopy		1		dr7	Griffon Headress	armor	exceptional	pelt		30	40	10	40	30	dr2	dr7	drc
unique	1296	Gathering of Hawks		1		dr7	griffon headress	armor	exceptional	pelt		30	40	10	42	30	dr2	dr7	drc
unique	1294	Moon Shadow		1		dr6	alpha helm	armor	exceptional	pelt		17	26	9	29	26	dr1	dr6	drb
unique	1300	Phoenix Fall		1		dr9	sacred feathers	armor	exceptional	pelt		43	50	7	46	32	dr4	dr9	dre
unique	290	Jalal's Mane		1		dra	Totemic Mask	armor	exceptional	pelt		50	55	5	55	41	dr5	dra	drf
unique	1295	The King's Heart		1		dr6	Alpha Helm	armor	exceptional	pelt		25	26	1	34	26	dr1	dr6	drb
unique	1302	Leader of the Pack		1		dra	totemic mask	armor	exceptional	pelt		60	55	-5	65	41	dr5	dra	drf
unique	1275	Hellraiser's Casque		1		ba9	Savage Helmet	armor	exceptional	phlm		25	49	24	39	32	ba4	ba9	bae
unique	1272	Primal Lust		1		ba8	rage mask	armor	exceptional	phlm		25	44	19	43	29	ba3	ba8	bad
unique	1273	Slayer's Glee		1		ba8	Rage Mask	armor	exceptional	phlm		25	44	19	36	29	ba3	ba8	bad
unique	1271	Gambler's Glory		1		ba7	Lion Helm	armor	exceptional	phlm		25	38	13	33	29	ba2	ba7	bac
unique	1270	Malefactor's Reward		1		ba7	lion helm	armor	exceptional	phlm		25	38	13	40	29	ba2	ba7	bac
unique	1269	Deadgaze		1		ba6	Jawbone Visor	armor	exceptional	phlm		25	33	8	30	25	ba1	ba6	bab
unique	1268	Helms Deep		1		ba6	jawbone visor	armor	exceptional	phlm		25	33	8	35	25	ba1	ba6	bab
unique	1274	Hannibal's Crown		1		ba9	Savage Helmet	armor	exceptional	phlm		43	49	6	46	32	ba4	ba9	bae
unique	282	Arreat's Face		1		baa	Slayer Guard	armor	exceptional	phlm		50	54	4	60	40	ba5	baa	baf
unique	1276	Vanguard		1		baa	slayer guard	armor	exceptional	phlm		60	54	-6	70	40	ba5	baa	baf
unique	230	Tiamat's Rebuke		1		xit	Dragon Shield	armor	exceptional	shie		25	45	20	45	25	kit	xit	uit
unique	1044	Spellbreaker		1		xrg	scutum	armor	exceptional	shie		25	42	17	39	25	lrg	xrg	urg
unique	229	Stormchaser		1		xrg	Scutum	armor	exceptional	shie		25	42	17	35	25	lrg	xrg	urg
unique	1052	Lichward		1		xsh	grim shield	armor	exceptional	shie		35	48	13	45	25	bsh	xsh	ush
unique	233	Lidless Wall		1		xsh	Grim Shield	armor	exceptional	shie		35	48	13	41	25	bsh	xsh	ush
unique	1054	Razorbite Deflector		1		xpk	barbed sheild	armor	exceptional	shie		29	42	13	41	25	spk	xpk	upk
unique	1041	Doom's Mirror		1		xml	round shield	armor	exceptional	shie		25	37	12	39	25	sml	xml	uml
unique	234	Lance Guard		1		xpk	Barbed Shield	armor	exceptional	shie		30	42	12	35	25	spk	xpk	upk
unique	228	Moser's Blessed Circle1		1		xml	Round Shield	armor	exceptional	shie		25	37	12	31	25	sml	xml	uml
unique	1043	Savant Sin		1		xrg	scutum	armor	exceptional	shie		30	42	12	42	25	lrg	xrg	urg
unique	1042	Undead Buckler		1		xml	round shield	armor	exceptional	shie		25	37	12	35	25	sml	xml	uml
unique	1049	Dreadwall		1		xts	ancient sheild	armor	exceptional	shie		45	56	11	55	25	gts	xts	uts
unique	1051	Ghoul Spawner		1		xsh	grim shield	armor	exceptional	shie		38	48	10	48	25	bsh	xsh	ush
unique	1040	Mongolian Trust		1		xuc	defender	armor	exceptional	shie		25	34	9	34	22	buc	xuc	uuc
unique	227	Visceratuant		1		xuc	Defender	armor	exceptional	shie		25	34	9	28	22	buc	xuc	uuc
unique	1039	Yemista's Defender		1		xuc	defender	armor	exceptional	shie		25	34	9	37	22	buc	xuc	uuc
unique	1047	Adamantine Shield		1		xow	pavise	armor	exceptional	shie		43	50	7	53	25	tow	xow	uow
unique	231	Gerke's Sanctuary1		1		xow	Pavise	armor	exceptional	shie		43	50	7	44	25	tow	xow	uow
unique	1048	Shieldmaiden's Pavise		1		xow	pavise	armor	exceptional	shie		43	50	7	55	25	tow	xow	uow
unique	1050	Crusader's Wall		1		xts	ancient shield	armor	exceptional	shie		50	56	6	59	25	gts	xts	uts
unique	232	Radament's Sphere		1		xts	Ancient Shield	armor	exceptional	shie		50	56	6	50	25	gts	xts	uts
unique	1053	Raptor Fang		1		xpk	barbed shield	armor	exceptional	shie		36	42	6	46	25	spk	xpk	upk
unique	1045	Under Dragon's Wing		1		xit	dragon shield	armor	exceptional	shie		43	45	2	48	25	kit	xit	uit
unique	1046	Wishgranter		1		xit	dragon shield	armor	exceptional	shie		43	45	2	44	25	kit	xit	uit
unique	943	Nightcrawler		1		xth	embossed plate	armor	exceptional	tors		43	58	15	56	25	gth	xth	uth
unique	225	Corpsemourn		1		xar	Ornate Armor	armor	exceptional	tors		50	64	14	55	25	aar	xar	uar
unique	947	Iceskin		1		xar	ornate armor	armor	exceptional	tors		50	64	14	58	25	aar	xar	uar
unique	217	Crow Caw		1		xcl	Tigulated Mail	armor	exceptional	tors		30	43	13	37	25	scl	xcl	ucl
unique	927	Cold Comfort		1		xtu	trellised armor	armor	exceptional	tors		28	40	12	38	25	stu	xtu	utu
unique	941	Seaflame		1		xld	sharktooth armor	armor	exceptional	tors		43	55	12	55	25	fld	xld	uld
unique	214	Skin of the Flayed One1		1		xla	Demonhide Armor	armor	exceptional	tors		25	37	12	31	25	hla	xla	ula
unique	216	Spirit Forge		1		xng	Linked Mail	armor	exceptional	tors		30	42	12	35	25	rng	xng	ung
unique	925	The Defiler's Flesh		1		xla	demonhide armor	armor	exceptional	tors		25	37	12	36	25	hla	xla	ula
unique	222	Toothrow		1		xld	Sharktooth Armor	armor	exceptional	tors		43	55	12	48	25	fld	xld	uld
unique	224	Black Hades		1		xul	Chaos Armor	armor	exceptional	tors		50	61	11	53	25	ful	xul	uul
unique	931	Panic of Thousands		1		xul	chaos armor	armor	exceptional	tors		50	61	11	50	25	ful	xul	uul
unique	923	Scavanger's Carapace		1		xea	serpentskin armor	armor	exceptional	tors		25	36	11	34	24	lea	xea	uea
unique	213	Skin of the Vipermagi		1		xea	SerpentSkin Armor	armor	exceptional	tors		25	36	11	29	24	lea	xea	uea
unique	946	Will of the Zakarum		1		xar	ornate armor	armor	exceptional	tors		53	64	11	62	25	aar	xar	uar
unique	922	Anaconda Skin		1		xea	serpentskin armor	armor	exceptional	tors		26	36	10	42	24	lea	xea	uea
unique	215	Iron Pelt		1		xtu	Tresllised Armor	armor	exceptional	tors		30	40	10	33	25	stu	xtu	utu
unique	226	Que-Hegan's Wisdom1		1		xtp	Mage Plate	armor	exceptional	tors		50	60	10	51	25	ltp	xtp	utp
unique	949	Serendipity		1		xtp	mage plate	armor	exceptional	tors		50	60	10	59	25	ltp	xtp	utp
unique	218	Shaftstop		1		xhn	Mesh Armor	armor	exceptional	tors		35	45	10	38	25	chn	xhn	uhn
unique	939	Succulent Sin		1		xlt	templar coat	armor	exceptional	tors		42	52	10	52	25	plt	xlt	ult
unique	938	Demonspike Coat		1		xlt	templar coat	armor	exceptional	tors		43	52	9	57	25	plt	xlt	ult
unique	921	Gillian's Brazier		1		xui	ghost armor	armor	exceptional	tors		25	34	9	41	22	qui	xui	uui
unique	221	Guardian Angel		1		xlt	Templar Coat	armor	exceptional	tors		43	52	9	45	25	plt	xlt	ult
unique	920	Rainbow Cloak		1		xui	ghost armor	armor	exceptional	tors		25	34	9	32	22	qui	xui	uui
unique	212	The Spirit Shroud		1		xui	Ghost Armor	armor	exceptional	tors		25	34	9	28	22	qui	xui	uui
unique	223	Atma's Wail		1		xth	Embossed Plate	armor	exceptional	tors		50	58	8	51	25	gth	xth	uth
unique	942	Royal Plate		1		xth	embossed plate	armor	exceptional	tors		50	58	8	60	25	gth	xth	uth
unique	928	Heartbane		1		xng	linked mail	armor	exceptional	tors		35	42	7	41	25	rng	xng	ung
unique	936	Brimstone Hearth		1		xpl	russet armor	armor	exceptional	tors		43	49	6	50	25	spl	xpl	upl
unique	937	Scars of the Forefathers		1		xpl	russet armor	armor	exceptional	tors		43	49	6	55	25	spl	xpl	upl
unique	220	Skullder's Ire		1		xpl	Russet Armor	armor	exceptional	tors		43	49	6	42	25	spl	xpl	upl
unique	940	Bloodlust Frenzy		1		xld	sharktooth armor	armor	exceptional	tors		50	55	5	59	25	fld	xld	uld
unique	948	Plate of Fistandantilus		1		xtp	mage plate	armor	exceptional	tors		55	60	5	63	25	ltp	xtp	utp
unique	219	Duriel's Shell		1		xrs	Cuirass	armor	exceptional	tors		43	47	4	41	25	brs	xrs	urs
unique	935	Skovos' Cuirass		1		xrs	cuirass	armor	exceptional	tors		43	47	4	51	25	brs	xrs	urs
unique	934	Tesla's Cuirass		1		xrs	cuirass	armor	exceptional	tors		43	47	4	47	25	brs	xrs	urs
unique	930	The Strongest Link		1		xcl	tigulated mail	armor	exceptional	tors		40	43	3	47	25	scl	xcl	ucl
unique	929	Adamantine Mail		1		xng	linked mail	armor	exceptional	tors		40	42	2	45	25	rng	xng	ung
unique	933	Disparate Paths		1		xhn	mesh armor	armor	exceptional	tors		43	45	2	55	25	chn	xhn	uhn
unique	932	Drow Mesh		1		xhn	mesh armor	armor	exceptional	tors		43	45	2	44	25	chn	xhn	uhn
unique	944	Shambling Mound		1		xul	chaos armor	armor	exceptional	tors		60	61	1	69	25	ful	xul	uul
unique	924	Torn Flesh of Souls		1		xla	demonhide armor	armor	exceptional	tors		40	37	-3	43	25	hla	xla	ula
unique	1237	Bastion of Hope		1		pa4	aerin shield	armor	normal	ashd		12	20	8	20	15	pa4	pa9	pae
unique	1234	Grip of the Gorgon		1		pa2	Rondache	armor	normal	ashd		1	8	7	10	6	pa2	pa7	pac
unique	1239	King's Guard		1		pa5	crown shield	armor	normal	ashd		17	24	7	25	18	pa5	paa	paf
unique	1235	Felix's Brace		1		pa3	heraldic shield	armor	normal	ashd		12	16	4	22	12	pa3	pa8	pad
unique	1236	Secret of Steel		1		pa3	Heraldic Shield	armor	normal	ashd		12	16	4	15	12	pa3	pa8	pad
unique	1238	Hellchatter		1		pa4	Aerin Shield	armor	normal	ashd		17	20	3	27	15	pa4	pa9	pae
unique	1232	Seafarer's Security		1		pa1	Targe	armor	normal	ashd		1	4	3	5	3	pa1	pa6	pab
unique	1231	Validator		1		pa1	targe	armor	normal	ashd		1	4	3	8	3	pa1	pa6	pab
unique	1240	Devourer of Worlds		1		pa5	Crown Shield	armor	normal	ashd		25	24	-1	32	18	pa5	paa	paf
unique	1233	Swiftfoot Slash		1		pa2	rondache	armor	normal	ashd		12	8	-4	17	6	pa2	pa7	pac
unique	115	Snakecord		1		vbl	Light Belt	armor	normal	belt		1	7	6	12	0	vbl	zvb	uvc
unique	1123	Spiritseeker		1		vbl	light belt	armor	normal	belt		1	7	6	12	0	vbl	zvb	uvc
unique	118	Bladebuckle		1		hbl	Girdle	armor	normal	belt		25	27	2	29	0	hbl	zhb	uhc
unique	1120	Bloodrune		1		lbl	sash	armor	normal	belt		1	3	2	8	0	lbl	zlb	ulc
unique	1121	Ivywrap		1		lbl	sash	armor	normal	belt		1	3	2	5	0	lbl	zlb	ulc
unique	114	Lenymo		1		lbl	Sash	armor	normal	belt		1	3	2	7	0	lbl	zlb	ulc
unique	1128	Pandemonium		1		hbl	girdle	armor	normal	belt		25	27	2	32	0	hbl	zhb	uhc
unique	1126	Crocodile Wrap		1		tbl	heavy belt	armor	normal	belt		25	20	-5	30	0	tbl	ztb	utc
unique	117	Goldwrap		1		tbl	Heavy Belt	armor	normal	belt		25	20	-5	27	0	tbl	ztb	utc
unique	1127	Pirate's Faith		1		tbl	heavy belt	armor	normal	belt		25	20	-5	28	0	tbl	ztb	utc
unique	1122	Ratman's Rope		1		vbl	light belt	armor	normal	belt		12	7	-5	15	0	vbl	zvb	uvc
unique	1129	Leash of Cerberus		1		hbl	girdle	armor	normal	belt		50	27	-23	60	0	hbl	zhb	uhc
unique	1096	Angel's Tread		1		vbt	heavy boots	armor	normal	boot		1	7	6	13	0	vbt	xvb	uvb
unique	110	Gorefoot		1		vbt	Heavy Boots	armor	normal	boot		1	7	6	9	0	vbt	xvb	uvb
unique	1099	Dawn Scion		1		tbt	light plated boots	armor	normal	boot		17	20	3	30	0	tbt	xtb	utb
unique	112	Goblin Toe		1		tbt	Light Plate Boots	armor	normal	boot		17	20	3	22	0	tbt	xtb	utb
unique	1100	Lilith's Heels		1		tbt	light plate boots	armor	normal	boot		17	20	3	26	0	tbt	xtb	utb
unique	1093	Cheetah Speed		1		lbt	leather boots	armor	normal	boot		1	3	2	10	0	lbt	xlb	ulb
unique	1101	Dark Familiar		1		hbt	plate boots	armor	normal	boot		25	27	2	34	0	hbt	xhb	uhb
unique	109	Hotspur		1		lbt	Leather Boots	armor	normal	boot		1	3	2	5	0	lbt	xlb	ulb
unique	1094	Marathon Slipper		1		lbt	leather boots	armor	normal	boot		1	3	2	7	0	lbt	xlb	ulb
unique	113	Tearhaunch		1		hbt	Plate Boots	armor	normal	boot		25	27	2	29	0	hbt	xhb	uhb
unique	1102	Grimleaper		1		hbt	plate boots	armor	normal	boot		28	27	-1	46	0	hbt	xhb	uhb
unique	1095	Gillian's Boots		1		vbt	heavy boots	armor	normal	boot		12	7	-5	17	0	vbt	xvb	uvb
unique	1097	Pepin's Grace		1		mbt	chain boots	armor	normal	boot		17	12	-5	23	0	mbt	xmb	umb
unique	1016	Gainsayer		1		ci1	coronet	armor	normal	circ		25	52	27	45	39	ci1	ci2	ci3
unique	1018	Sorcerer's Cache		1		ci1	Coronet	armor	normal	circ		25	52	27	39	39	ci1	ci2	ci3
unique	1017	Threatspeaker		1		ci1	coronet	armor	normal	circ		25	52	27	40	39	ci1	ci2	ci3
unique	1015	Charon's Token		1		ci0	Circlet	armor	normal	circ		12	24	12	18	16	ci0	ci2	ci3
unique	1014	Muddled Thoughts		1		ci0	circlet	armor	normal	circ		12	24	12	25	16	ci0	ci2	ci3
unique	1013	Fair Weather		1		ci0	circlet	armor	normal	circ		25	24	-1	30	16	ci0	ci2	ci3
unique	105	Bloodfist		1		vgl	Heavy Gloves	armor	normal	glov		1	7	6	9	0	vgl	xvg	uvg
unique	107	Magefist		1		tgl	Light Gauntlets	armor	normal	glov		17	20	3	23	0	tgl	xtg	utg
unique	1073	Skein of Pain		1		tgl	light gauntlets	armor	normal	glov		17	20	3	27	0	tgl	xtg	utg
unique	1066	Blisterpain		1		lgl	gloves	armor	normal	glov		1	3	2	11	0	lgl	xlg	ulg
unique	1075	Firesign		1		hgl	gauntlets	armor	normal	glov		25	27	2	31	0	hgl	xhg	uhg
unique	1067	Goblin Touch		1		lgl	gloves	armor	normal	glov		1	3	2	8	0	lgl	xlg	ulg
unique	104	The Hand of Broc		1		lgl	Gloves	armor	normal	glov		1	3	2	5	0	lgl	xlg	ulg
unique	1069	Fiendfeast		1		vgl	heavy gloves	armor	normal	glov		12	7	-5	14	0	vgl	xvg	uvg
unique	1071	Green God's Bracers		1		mgl	bracers	armor	normal	glov		17	12	-5	25	0	mgl	xmg	umg
unique	1068	Healing Touch		1		vgl	heavy gloves	armor	normal	glov		12	7	-5	18	0	vgl	xvg	uvg
unique	1072	Prismatic Gauntlets		1		tgl	light gauntlets	armor	normal	glov		25	20	-5	30	0	tgl	xtg	utg
unique	108	Frostburn		1		hgl	Gauntlets	armor	normal	glov		35	27	-8	45	0	hgl	xhg	uhg
unique	1450	The Arreat Codex		1		wa3	Codex	armor	normal	grim		17	12	-5	25	12	wa3	wa8	wad
unique	1208	Death Mauler		1		ne3	unraveller head	armor	normal	head		1	16	15	19	12	ne3	ne8	ned
unique	1209	Scalp Hunter		1		ne3	Unraveller Head	armor	normal	head		1	16	15	15	12	ne3	ne8	ned
unique	1211	Sinister Smile		1		ne4	Gargoyle Head	armor	normal	head		12	20	8	20	15	ne4	ne9	nee
unique	1210	Steel Weevil		1		ne4	gargoyle head	armor	normal	head		12	20	8	24	15	ne4	ne9	nee
unique	1213	Chiaroscuro Visage		1		ne5	Demon Head	armor	normal	head		17	24	7	26	18	ne5	nea	nef
unique	1207	Death's Witness		1		ne2	Zombie Head	armor	normal	head		1	8	7	9	6	ne2	ne7	neg
unique	1206	Paingiver		1		ne2	zombie head	armor	normal	head		1	8	7	12	6	ne2	ne7	neg
unique	1204	Blanched Death		1		ne1	preserved head	armor	normal	head		1	4	3	8	3	ne1	ne6	neb
unique	1205	Goblin Grin		1		ne1	Preserved Head	armor	normal	head		1	4	3	4	3	ne1	ne6	neb
unique	1212	Undead Beholder		1		ne5	demon head	armor	normal	head		25	24	-1	30	18	ne5	nea	nef
unique	78	Howltusk		1		ghm	Great Helm	armor	normal	helm		17	23	6	25	0	ghm	xhm	uhm
unique	982	Cursed Hindsight		1		bhm	bone helm	armor	normal	helm		17	22	5	24	0	bhm	xh9	uh9
unique	77	Wormskull		1		bhm	Bone Helm	armor	normal	helm		17	22	5	21	0	bhm	xh9	uh9
unique	986	Crown of Thorns		1		crn	crown	armor	normal	helm		25	29	4	32	0	crn	xrn	urn
unique	976	Devourer of Dreams		1		skp	skull cap	armor	normal	helm		1	5	4	13	0	skp	xkp	ukp
unique	79	Undead Crown		1		crn	Crown	armor	normal	helm		25	29	4	29	0	crn	xrn	urn
unique	76	Duskdeep		1		fhl	Full Helm	armor	normal	helm		12	15	3	17	0	fhl	xhl	uhl
unique	980	Equinox Visor		1		fhl	full helm	armor	normal	helm		12	15	3	20	0	fhl	xhl	uhl
unique	979	Harpy's Call		1		fhl	full helm	armor	normal	helm		12	15	3	23	0	fhl	xhl	uhl
unique	80	The Face of Horror		1		msk	Mask	armor	normal	helm		17	19	2	20	0	msk	xsk	usk
unique	977	Barbazu's Smile		1		hlm	helm	armor	normal	helm		12	11	-1	20	0	hlm	xlm	ulm
unique	75	Coif of Glory		1		hlm	Helm	armor	normal	helm		12	11	-1	14	0	hlm	xlm	ulm
unique	978	Freedom's Facade		1		hlm	helm	armor	normal	helm		12	11	-1	16	0	hlm	xlm	ulm
unique	983	Fool's Crest		1		ghm	great helm	armor	normal	helm		25	23	-2	30	0	ghm	xhm	uhm
unique	984	Morning's Tears		1		ghm	great helm	armor	normal	helm		25	23	-2	28	0	ghm	xhm	uhm
unique	981	Satyr's Speech		1		bhm	bone helm	armor	normal	helm		25	22	-3	27	0	bhm	xh9	uh9
unique	987	Blindman's Bluff		1		msk	mask	armor	normal	helm		25	19	-6	28	0	msk	xsk	usk
unique	975	Lie Spreader		1		skp	skull cap	armor	normal	helm		12	5	-7	16	0	skp	xkp	ukp
unique	74	Tarnhelm		1		skp	Skull Cap	armor	normal	helm		12	5	-7	15	0	skp	xkp	ukp
unique	1291	Eye of Heaven		1		dr4	Falcon Mask	armor	normal	pelt		12	20	8	19	15	dr4	dr9	dre
unique	1287	Copperbite		1		dr2	Hawk Helm	armor	normal	pelt		1	8	7	8	6	dr2	dr7	drc
unique	1293	Wraith Whisper		1		dr5	Spirit Mask	armor	normal	pelt		17	24	7	25	18	dr5	dra	drf
unique	1289	Silverskin		1		dr3	Antlers	armor	normal	pelt		12	16	4	14	12	dr3	dr8	drd
unique	1285	Blood Brother		1		dr1	Wolf Head	armor	normal	pelt		1	4	3	4	3	dr1	dr6	drb
unique	1284	Morning After		1		dr1	wolf head	armor	normal	pelt		1	4	3	12	3	dr1	dr6	drb
unique	1290	Voltar's Feather		1		dr4	falcon mask	armor	normal	pelt		17	20	3	24	15	dr4	dr9	dre
unique	1292	Lion's Pride		1		dr5	spirit mask	armor	normal	pelt		25	24	-1	30	18	dr5	dra	drf
unique	1288	Yamanda's Token		1		dr3	antlers	armor	normal	pelt		17	16	-1	21	12	dr3	dr8	drd
unique	1286	Swift Descent		1		dr2	hawk helm	armor	normal	pelt		12	8	-4	16	6	dr2	dr7	drc
unique	1267	Chimera's Chaos		1		ba5	Avenger Guard	armor	normal	phlm		12	24	12	26	18	ba5	baa	baf
unique	1260	Pitykiller		1		ba2	fanged helm	armor	normal	phlm		1	8	7	11	6	ba2	ba7	bac
unique	1263	Dragon Mask		1		ba3	Horned Helm	armor	normal	phlm		12	16	4	17	12	ba3	ba8	bad
unique	1265	Blood Dancer		1		ba4	Assault Helmet	armor	normal	phlm		17	20	3	22	15	ba4	ba9	bae
unique	1259	Chaos Kin		1		ba1	Jawbone Cap	armor	normal	phlm		1	4	3	6	3	ba1	ba6	bab
unique	1258	Madman's Bluster		1		ba1	jawbone cap	armor	normal	phlm		1	4	3	12	3	ba1	ba6	bab
unique	1262	Kygragond		1		ba3	horned helm	armor	normal	phlm		17	16	-1	23	12	ba3	ba8	bad
unique	1266	Warsummoner		1		ba5	avenger guard	armor	normal	phlm		25	24	-1	31	18	ba5	baa	baf
unique	1261	Darkhunger		1		ba2	Fanged Helm	armor	normal	phlm		12	8	-4	18	6	ba2	ba7	bac
unique	1264	Invader's Glee		1		ba4	assault helm	armor	normal	phlm		25	20	-5	27	15	ba4	ba9	bae
unique	102	Bverrit Keep		1		tow	Tower Shield	armor	normal	shie		12	22	10	19	0	tow	xow	uow
unique	1035	Bigby's Crushing Fist		1		tow	tower shield	armor	normal	shie		17	22	5	25	0	tow	xow	uow
unique	1037	Pathfinder		1		gts	gothic shield	armor	normal	shie		25	30	5	31	0	gts	xts	uts
unique	1038	Shield of Osiris		1		gts	gothic shield	armor	normal	shie		25	30	5	29	0	gts	xts	uts
unique	103	The Ward		1		gts	Gothic Shield	armor	normal	shie		25	30	5	26	0	gts	xts	uts
unique	1025	Golgomere's Shield		1		sml	small shield	armor	normal	shie		1	5	4	14	0	sml	xml	uml
unique	1026	Skein of Deceit		1		sml	small shield	armor	normal	shie		1	5	4	11	0	sml	xml	uml
unique	97	Umbral Disk		1		sml	Small Shield	armor	normal	shie		1	5	4	9	0	sml	xml	uml
unique	1033	Crest of Avalon		1		kit	kite shield	armor	normal	shie		12	15	3	24	0	kit	xit	uit
unique	1034	Killhunger		1		kit	kite shield	armor	normal	shie		12	15	3	21	0	kit	xit	uit
unique	101	Steelclash		1		kit	Kite Shield	armor	normal	shie		12	15	3	17	0	kit	xit	uit
unique	99	Wall of the Eyeless		1		bsh	Bone Shield	armor	normal	shie		17	19	2	20	0	bsh	xsh	ush
unique	1027	Crest of the Horned Society		1		lrg	large shield	armor	normal	shie		12	11	-1	19	0	lrg	xrg	urg
unique	1032	Debt Finisher		1		spk	spiked shield	armor	normal	shie		12	11	-1	18	0	spk	xpk	upk
unique	1028	Lepertouch		1		lrg	large shield	armor	normal	shie		12	11	-1	16	0	lrg	xrg	urg
unique	98	Stormguild		1		lrg	Large Shield	armor	normal	shie		12	11	-1	13	0	lrg	xrg	urg
unique	100	Swordback Hold		1		spk	Spiked Shield	armor	normal	shie		12	11	-1	15	0	spk	xpk	upk
unique	1030	Cacophony		1		bsh	bone shield	armor	normal	shie		25	19	-6	24	0	bsh	xsh	ush
unique	1029	Doom Hedge		1		bsh	bone shield	armor	normal	shie		25	19	-6	25	0	bsh	xsh	ush
unique	1031	Fanged Shield		1		spk	spiked shield	armor	normal	shie		17	11	-6	22	0	spk	xpk	upk
unique	1036	Knight's Dawn		1		tow	tower shield	armor	normal	shie		43	22	-21	45	0	tow	xow	uow
unique	911	Obsidian Husk		1		fld	field plate	armor	normal	tors		12	28	16	21	0	fld	xld	uld
unique	916	Greyhawk Dragon		1		aar	ancient armor	armor	normal	tors		25	40	15	34	0	aar	xar	uar
unique	917	Killing Blow		1		aar	ancient armor	armor	normal	tors		25	40	15	30	0	aar	xar	uar
unique	94	Silks of the Victor		1		aar	AncientArmor	armor	normal	tors		25	40	15	28	0	aar	xar	uar
unique	93	Goldskin		1		ful	Full Plate Mail	armor	normal	tors		25	37	12	28	0	ful	xul	uul
unique	915	Halcyon Shroud		1		ful	full plate mail	armor	normal	tors		25	37	12	28	0	ful	xul	uul
unique	914	Kaz's Battle Armor		1		ful	full plate mail	armor	normal	tors		25	37	12	32	0	ful	xul	uul
unique	910	Dreamscape		1		fld	field plate	armor	normal	tors		17	28	11	25	0	fld	xld	uld
unique	91	Rockfleece		1		fld	Field Plate	armor	normal	tors		17	28	11	22	0	fld	xld	uld
unique	95	Heavenly Garb		1		ltp	Light Plate	armor	normal	tors		25	35	10	29	0	ltp	xtp	utp
unique	919	Madness of Chthulu		1		ltp	light plate	armor	normal	tors		25	35	10	30	0	ltp	xtp	utp
unique	899	Steelflesh		1		rng	ring mail	armor	normal	tors		1	11	10	14	0	rng	xng	ung
unique	918	Weightless Grace		1		ltp	light plate	armor	normal	tors		25	35	10	36	0	ltp	xtp	utp
unique	904	Breastplate of Gond		1		brs	breast plate	armor	normal	tors		10	18	8	25	0	brs	xrs	urs
unique	912	A Knight's Tale		1		gth	gothic plate	armor	normal	tors		25	32	7	30	0	gth	xth	uth
unique	897	Gemini Coat		1		stu	studded leather	armor	normal	tors		1	8	7	12	0	stu	xtu	utu
unique	902	Ghostly Chainmail		1		chn	chain mail	armor	normal	tors		8	15	7	23	0	chn	xhn	uhn
unique	913	Golem's Gain		1		gth	gothic plate	armor	normal	tors		25	32	7	30	0	gth	xth	uth
unique	92	Rattlecage		1		gth	Gothic Plate	armor	normal	tors		25	32	7	29	0	gth	xth	uth
unique	900	Red Dragon Scales		1		scl	scale mail	armor	normal	tors		6	13	7	21	0	scl	xcl	ucl
unique	895	Stinkshroud		1		hla	hard leather	armor	normal	tors		1	5	4	10	0	hla	xla	ula
unique	89	Iceblink		1		spl	Splint Mail	armor	normal	tors		17	20	3	22	0	spl	xpl	upl
unique	907	Russetfire		1		spl	splint mail	armor	normal	tors		17	20	3	22	0	spl	xpl	upl
unique	87	Sparking Mail		1		chn	Chain Mail	armor	normal	tors		12	15	3	17	0	chn	xhn	uhn
unique	906	Starsong		1		spl	splint mail	armor	normal	tors		17	20	3	26	0	spl	xpl	upl
unique	903	Xanadu Dreams		1		chn	chain mail	armor	normal	tors		12	15	3	18	0	chn	xhn	uhn
unique	82	Blinkbat's Form		1		lea	Leather Armor	armor	normal	tors		1	3	2	12	0	lea	xea	uea
unique	893	JuJu Flame		1		lea	leather armor	armor	normal	tors		1	3	2	8	0	lea	xea	uea
unique	892	Ogden's Shroud		1		lea	leather armor	armor	normal	tors		1	3	2	13	0	lea	xea	uea
unique	86	Hawkmail		1		scl	Scale Mail	armor	normal	tors		12	13	1	15	0	scl	xcl	ucl
unique	901	Mandrake's Bloom		1		scl	scale mail	armor	normal	tors		12	13	1	16	0	scl	xcl	ucl
unique	88	Venom Ward		1		brs	Breast Plate	armor	normal	tors		17	18	1	20	0	brs	xrs	urs
