side	source_file	line	name	description	spawnable	rare	phase1_scope	group	frequency	level_before	level_after	level_delta	maxlevel_before	maxlevel_after	maxlevel_delta	levelreq_before	levelreq_after	levelreq_delta	mods	itypes	etypes
suffix	magicsuffix.txt	417	of Fire Balls	#% Chance to cast level # [Skill] when struck	1	1	yes	77	1	60	42	-18				63	54	-9	gethit-skill(47) 8-20	weap	
suffix	magicsuffix.txt	418	of Novas	#% Chance to cast level # [Skill] when struck	1	1	yes	77	1	28	20	-8	60	42	-18	32	27	-5	gethit-skill(48) 6-9	weap, shld	
suffix	magicsuffix.txt	419	of Novas	#% Chance to cast level # [Skill] when struck	1	1	yes	77	1	60	42	-18				61	52	-9	gethit-skill(48) 12-15	weap, shld	
suffix	magicsuffix.txt	420	of Lightning	#% Chance to cast level # [Skill] when struck	1	1	yes	77	1	24	17	-7	48	34	-14	18	15	-3	gethit-skill(49) 8-7	weap	
suffix	magicsuffix.txt	421	of Lightning	#% Chance to cast level # [Skill] when struck	1	1	yes	77	1	48	34	-14	40	34	-6	48	41	-7	gethit-skill(49) 8-17	weap	
suffix	magicsuffix.txt	422	of Shiver Armor	#% Chance to cast level # [Skill] when struck	1	1	yes	77	1	20	14	-6				20	17	-3	gethit-skill(50) 12-9	weap, tors	
suffix	magicsuffix.txt	423	of Fire Walls	#% Chance to cast level # [Skill] when struck	1	1	yes	77	1	24	17	-7	45	31	-14	24	20	-4	gethit-skill(51) 4-7	weap	
suffix	magicsuffix.txt	424	of Fire Walls	#% Chance to cast level # [Skill] when struck	1	1	yes	77	1	45	31	-14				45	38	-7	gethit-skill(51) 7-16	weap	
suffix	magicsuffix.txt	425	of Enchantment	#% Chance to cast level # [Skill] when struck	1	1	yes	77	1	18	13	-5	36	25	-11	18	15	-3	gethit-skill(52) 8-11	weap	
suffix	magicsuffix.txt	426	of Enchantment	#% Chance to cast level # [Skill] when struck	1	1	yes	77	1	36	25	-11				36	31	-5	gethit-skill(52) 11-19	weap	
suffix	magicsuffix.txt	427	of Chain Lightning	#% Chance to cast level # [Skill] when struck	1	1	yes	77	1	24	17	-7	46	32	-14	24	20	-4	gethit-skill(53) 6-6	weap	
suffix	magicsuffix.txt	428	of Chain Lightning	#% Chance to cast level # [Skill] when struck	1	1	yes	77	1	46	32	-14				45	38	-7	gethit-skill(53) 9-17	weap	
suffix	magicsuffix.txt	429	of Teleportation	#% Chance to cast level # [Skill] when struck	1	1	yes	77	1	30	21	-9				30	26	-4	gethit-skill(54) 10-1	weap, amul	
suffix	magicsuffix.txt	430	of Glacial Spikes	#% Chance to cast level # [Skill] when struck	1	1	yes	77	1	18	13	-5	40	28	-12	18	15	-3	gethit-skill(55) 6-9	weap	
suffix	magicsuffix.txt	431	of Glacial Spikes	#% Chance to cast level # [Skill] when struck	1	1	yes	77	1	40	28	-12				40	34	-6	gethit-skill(55) 9-16	weap	
suffix	magicsuffix.txt	432	of Meteors	#% Chance to cast level # [Skill] when struck	1	1	yes	77	1	32	22	-10	62	43	-19	32	27	-5	gethit-skill(56) 4-7	weap	
suffix	magicsuffix.txt	433	of Meteors	#% Chance to cast level # [Skill] when struck	1	1	yes	77	1	62	43	-19				65	55	-10	gethit-skill(56) 8-18	weap	
suffix	magicsuffix.txt	434	of Thunder Storm	#% Chance to cast level # [Skill] when struck	1	1	yes	77	1	24	17	-7	55	39	-16	25	21	-4	gethit-skill(57) 12-9	weap	
suffix	magicsuffix.txt	435	of Energy Shield	#% Chance to cast level # [Skill] when struck	1	1	yes	77	1	24	17	-7	45	31	-14	25	21	-4	gethit-skill(58) 7-6	weap, helm	
suffix	magicsuffix.txt	436	of Energy Shield	#% Chance to cast level # [Skill] when struck	1	1	yes	77	1	45	31	-14				45	38	-7	gethit-skill(58) 10-13	helm, weap	
suffix	magicsuffix.txt	437	of Blizzards	#% Chance to cast level # [Skill] when struck	1	1	yes	77	1	29	20	-9	57	40	-17	29	25	-4	gethit-skill(59) 9-6	weap	
suffix	magicsuffix.txt	438	of Blizzards	#% Chance to cast level # [Skill] when struck	1	1	yes	77	1	57	40	-17				60	51	-9	gethit-skill(59) 14-17	weap	
suffix	magicsuffix.txt	439	of Chilling Armor	#% Chance to cast level # [Skill] when struck	1	1	yes	77	1	36	25	-11				38	32	-6	gethit-skill(60) 15-12	weap, tors	
suffix	magicsuffix.txt	440	of Hydras	#% Chance to cast level # [Skill] when struck	1	1	yes	77	1	34	24	-10	80	56	-24	34	29	-5	gethit-skill(62) 6-3	weap	
suffix	magicsuffix.txt	441	of Hydras	#% Chance to cast level # [Skill] when struck	1	1	yes	77	1	80	56	-24				85	72	-13	gethit-skill(62) 12-19	weap	
suffix	magicsuffix.txt	442	of Frozen Orbs	#% Chance to cast level # [Skill] when struck	1	1	yes	77	1	30	21	-9	80	56	-24	33	28	-5	gethit-skill(64) 4-3	weap	
suffix	magicsuffix.txt	443	of Frozen Orbs	#% Chance to cast level # [Skill] when struck	1	1	yes	77	1	80	56	-24				85	72	-13	gethit-skill(64) 4-22	weap	
suffix	magicsuffix.txt	444	of Amplify Damage	#% Chance to cast level # [Skill] when struck	1	1	yes	77	1	1	1	0	18	13	-5	1	1	0	gethit-skill(66) 4-1	weap, head	
suffix	magicsuffix.txt	445	of Amplify Damage	#% Chance to cast level # [Skill] when struck	1	1	yes	77	1	18	13	-5				20	17	-3	gethit-skill(66) 8-12	weap, head	
suffix	magicsuffix.txt	446	of Teeth	#% Chance to cast level # [Skill] when struck	1	1	yes	77	1	1	1	0	18	13	-5	1	1	0	gethit-skill(67) 17-1	weap, head	
suffix	magicsuffix.txt	447	of Teeth	#% Chance to cast level # [Skill] when struck	1	1	yes	77	1	18	13	-5				18	15	-3	gethit-skill(67) 8-20	weap, head	
suffix	magicsuffix.txt	448	of Bone Armor	#% Chance to cast level # [Skill] when struck	1	1	yes	77	1	1	1	0	30	21	-9	1	1	0	gethit-skill(68) 5-1	weap, tors, head	
suffix	magicsuffix.txt	449	of Bone Armor	#% Chance to cast level # [Skill] when struck	1	1	yes	77	1	30	21	-9				35	30	-5	gethit-skill(68) 9-15	tors, weap, head	
suffix	magicsuffix.txt	450	of Dim Vision	#% Chance to cast level # [Skill] when struck	1	1	yes	77	1	6	4	-2	24	17	-7	6	5	-1	gethit-skill(71) 5-1	ring, circ, head, weap	
suffix	magicsuffix.txt	451	of Dim Vision	#% Chance to cast level # [Skill] when struck	1	1	yes	77	1	24	17	-7				20	17	-3	gethit-skill(71) 7-10	ring, circ, head, weap	
suffix	magicsuffix.txt	452	of Weaken	#% Chance to cast level # [Skill] when struck	1	1	yes	77	1	6	4	-2	24	17	-7	6	5	-1	gethit-skill(72) 5-1	weap, glov, head	
suffix	magicsuffix.txt	453	of Weaken	#% Chance to cast level # [Skill] when struck	1	1	yes	77	1	24	17	-7				24	20	-4	gethit-skill(72) 8-12	glov, weap, head	
suffix	magicsuffix.txt	454	of Corpse Explosions	#% Chance to cast level # [Skill] when struck	1	1	yes	77	1	6	4	-2	40	28	-12	6	5	-1	gethit-skill(74) 4-1	weap, head	
suffix	magicsuffix.txt	455	of Corpse Explosions	#% Chance to cast level # [Skill] when struck	1	1	yes	77	1	40	28	-12				45	38	-7	gethit-skill(74) 7-18	weap, head	
suffix	magicsuffix.txt	456	of Iron Maiden	#% Chance to cast level # [Skill] when struck	1	1	yes	77	1	12	8	-4	30	21	-9	12	10	-2	gethit-skill(76) 3-1	shld, weap, head	
suffix	magicsuffix.txt	457	of Iron Maiden	#% Chance to cast level # [Skill] when struck	1	1	yes	77	1	30	21	-9				30	26	-4	gethit-skill(76) 6-10	shld, weap, head	
suffix	magicsuffix.txt	458	of Terror	#% Chance to cast level # [Skill] when struck	1	1	yes	77	1	12	8	-4	30	21	-9	12	10	-2	gethit-skill(77) 4-1	shld, weap, head	
suffix	magicsuffix.txt	459	of Terror	#% Chance to cast level # [Skill] when struck	1	1	yes	77	1	30	21	-9				30	26	-4	gethit-skill(77) 9-12	shld, weap, head	
suffix	magicsuffix.txt	460	of Bone Walls	#% Chance to cast level # [Skill] when struck	0	1	yes	77	1	12	8	-4	35	25	-10	12	10	-2	gethit-skill(78) 5-1	weap, head	
suffix	magicsuffix.txt	461	of Bone Walls	#% Chance to cast level # [Skill] when struck	0	1	yes	77	1	35	25	-10				37	31	-6	gethit-skill(78) 4-25	weap, head	
suffix	magicsuffix.txt	462	of Confusion	#% Chance to cast level # [Skill] when struck	1	1	yes	77	1	18	13	-5	36	25	-11	18	15	-3	gethit-skill(81) 35-1	ring, circ, head, weap	
suffix	magicsuffix.txt	463	of Confusion	#% Chance to cast level # [Skill] when struck	1	1	yes	77	1	36	25	-11				35	30	-5	gethit-skill(81) 35-5	ring, circ, head, weap	
suffix	magicsuffix.txt	464	of Life Tap	#% Chance to cast level # [Skill] when struck	1	1	yes	77	1	18	13	-5	40	28	-12	18	15	-3	gethit-skill(82) 12-1	weap, ring, head	
suffix	magicsuffix.txt	465	of Life Tap	#% Chance to cast level # [Skill] when struck	1	1	yes	77	1	40	28	-12				41	35	-6	gethit-skill(82) 19-5	weap, ring, head	
suffix	magicsuffix.txt	466	of Poison Explosion	#% Chance to cast level # [Skill] when struck	1	1	yes	77	1	18	13	-5	36	25	-11	18	15	-3	gethit-skill(83) 4-1	weap, head	
suffix	magicsuffix.txt	467	of Poison Explosion	#% Chance to cast level # [Skill] when struck	1	1	yes	77	1	36	25	-11				36	31	-5	gethit-skill(83) 5-10	weap, head	
suffix	magicsuffix.txt	468	of Bone Spears	#% Chance to cast level # [Skill] when struck	1	1	yes	77	1	18	13	-5	55	39	-16	18	15	-3	gethit-skill(84) 7-1	weap, head	
suffix	magicsuffix.txt	469	of Bone Spears	#% Chance to cast level # [Skill] when struck	1	1	yes	77	1	55	39	-16				55	47	-8	gethit-skill(84) 11-20	weap, head	
suffix	magicsuffix.txt	470	of Attraction	#% Chance to cast level # [Skill] when struck	1	1	yes	77	1	24	17	-7	48	34	-14	25	21	-4	gethit-skill(86) 5-2	ring, amul, head, circ, weap	
suffix	magicsuffix.txt	471	of Attraction	#% Chance to cast level # [Skill] when struck	1	1	yes	77	1	48	34	-14	77	54	-23	44	37	-7	gethit-skill(86) 7-16	ring, amul, circ, head, weap	
suffix	magicsuffix.txt	472	of Decrepification	#% Chance to cast level # [Skill] when struck	1	1	yes	77	1	24	17	-7	70	49	-21	25	21	-4	gethit-skill(87) 11-2	weap, shld, head	
suffix	magicsuffix.txt	473	of Decrepification	#% Chance to cast level # [Skill] when struck	1	1	yes	77	1	70	49	-21				75	64	-11	gethit-skill(87) 10-15	shld, weap, head	
suffix	magicsuffix.txt	474	of Bone Imprisonment	#% Chance to cast level # [Skill] when struck	0	1	yes	77	1	24	17	-7	46	32	-14	25	21	-4	gethit-skill(88) 8-2	weap, ring, head	
suffix	magicsuffix.txt	475	of Bone Imprisonment	#% Chance to cast level # [Skill] when struck	0	1	yes	77	1	46	32	-14				44	37	-7	gethit-skill(88) 8-14	weap, ring, head	
suffix	magicsuffix.txt	476	of Lower Resistance	#% Chance to cast level # [Skill] when struck	1	1	yes	77	1	30	21	-9	77	54	-23	33	28	-5	gethit-skill(91) 6-3	weap, head	
suffix	magicsuffix.txt	477	of Lower Resistance	#% Chance to cast level # [Skill] when struck	1	1	yes	77	1	77	54	-23				80	68	-12	gethit-skill(91) 6-18	weap, head	
suffix	magicsuffix.txt	478	of Poison Novas	#% Chance to cast level # [Skill] when struck	1	1	yes	77	1	30	21	-9	48	34	-14	33	28	-5	gethit-skill(92) 5-3	weap, glov, head	
suffix	magicsuffix.txt	479	of Poison Novas	#% Chance to cast level # [Skill] when struck	1	1	yes	77	1	48	34	-14				48	41	-7	gethit-skill(92) 7-14	glov, weap, glov	
suffix	magicsuffix.txt	480	of Bone Spirits	#% Chance to cast level # [Skill] when struck	1	1	yes	77	1	30	21	-9	48	34	-14	33	28	-5	gethit-skill(93) 4-3	amul, circ, head, weap	
suffix	magicsuffix.txt	481	of Bone Spirits	#% Chance to cast level # [Skill] when struck	1	1	yes	77	1	48	34	-14				48	41	-7	gethit-skill(93) 6-23	amul, circ, head, weap	
suffix	magicsuffix.txt	482	of Revivification	#% Chance to cast level # [Skill] when struck	0	1	yes	77	1	30	21	-9	80	56	-24	33	28	-5	gethit-skill(95) 4-3	weap, head	
suffix	magicsuffix.txt	483	of Revivification	#% Chance to cast level # [Skill] when struck	0	1	yes	77	1	80	56	-24				85	72	-13	gethit-skill(95) 7-10	weap, head	
suffix	magicsuffix.txt	484	of Holy Bolts	#% Chance to cast level # [Skill] when struck	1	1	yes	77	1	6	4	-2	24	17	-7	6	5	-1	gethit-skill(101) 12-1	mele, ashd, amul, circ	
suffix	magicsuffix.txt	485	of Holy Bolts	#% Chance to cast level # [Skill] when struck	1	1	yes	77	1	24	17	-7	50	35	-15	24	20	-4	gethit-skill(101) 12-16	amul, circ, mele, circ	
suffix	magicsuffix.txt	486	of Blessed Hammers	#% Chance to cast level # [Skill] when struck	1	1	yes	77	1	18	13	-5	50	35	-15	18	15	-3	gethit-skill(112) 5-1	mele, ashd	
suffix	magicsuffix.txt	487	of Blessed Hammers	#% Chance to cast level # [Skill] when struck	1	1	yes	77	1	50	35	-15				45	38	-7	gethit-skill(112) 9-20	mele, ashd	
suffix	magicsuffix.txt	488	of Fist of the Heavens	#% Chance to cast level # [Skill] when struck	1	1	yes	77	1	30	21	-9	60	42	-18	33	28	-5	gethit-skill(121) 4-3	mele, ashd, glov	
suffix	magicsuffix.txt	489	of Fist of the Heavens	#% Chance to cast level # [Skill] when struck	1	1	yes	77	1	60	42	-18				60	51	-9	gethit-skill(121) 7-14	glov, mele, glov	
suffix	magicsuffix.txt	490	of Howling	#% Chance to cast level # [Skill] when struck	1	1	yes	77	1	1	1	0	18	13	-5	1	1	0	gethit-skill(130) 7-1	phlm, mele	
suffix	magicsuffix.txt	491	of Howling	#% Chance to cast level # [Skill] when struck	1	1	yes	77	1	18	13	-5	55	39	-16	18	15	-3	gethit-skill(130) 8-12	phlm, mele	
suffix	magicsuffix.txt	492	of Taunting	#% Chance to cast level # [Skill] when struck	1	1	yes	77	1	6	4	-2	24	17	-7	6	5	-1	gethit-skill(137) 4-1	phlm, mele	
suffix	magicsuffix.txt	493	of Taunting	#% Chance to cast level # [Skill] when struck	1	1	yes	77	1	24	17	-7	51	36	-15	24	20	-4	gethit-skill(137) 8-13	phlm, mele	
suffix	magicsuffix.txt	494	of Shouting	#% Chance to cast level # [Skill] when struck	1	1	yes	77	1	6	4	-2	40	28	-12	6	5	-1	gethit-skill(138) 6-3	phlm, mele	
suffix	magicsuffix.txt	495	of Shouting	#% Chance to cast level # [Skill] when struck	1	1	yes	77	1	40	28	-12				45	38	-7	gethit-skill(138) 8-17	phlm, mele	
suffix	magicsuffix.txt	496	of Battle Cry	#% Chance to cast level # [Skill] when struck	1	1	yes	77	1	18	13	-5	36	25	-11	18	15	-3	gethit-skill(146) 20-1	phlm, mele	
suffix	magicsuffix.txt	497	of Battle Cry	#% Chance to cast level # [Skill] when struck	1	1	yes	77	1	36	25	-11	65	46	-19	36	31	-5	gethit-skill(146) 15-18	phlm, mele	
suffix	magicsuffix.txt	498	of Battle Orders	#% Chance to cast level # [Skill] when struck	1	1	yes	77	1	24	17	-7	55	39	-16	25	21	-4	gethit-skill(149) 5-2	phlm, mele	
suffix	magicsuffix.txt	499	of Battle Orders	#% Chance to cast level # [Skill] when struck	1	1	yes	77	1	55	39	-16				55	47	-8	gethit-skill(149) 7-22	phlm, mele	
suffix	magicsuffix.txt	500	of Korlics Fury	#% Chance to cast level # [Skill] when struck	1	1	yes	77	1	24	17	-7	50	35	-15	25	21	-4	gethit-skill(150) 4-2	phlm, mele, amul	
suffix	magicsuffix.txt	501	of Korlics Fury	#% Chance to cast level # [Skill] when struck	1	1	yes	77	1	50	35	-15				55	47	-8	gethit-skill(150) 8-15	amul, phlm, mele	
suffix	magicsuffix.txt	502	of War Cry	#% Chance to cast level # [Skill] when struck	1	1	yes	77	1	30	21	-9	55	39	-16	33	28	-5	gethit-skill(154) 7-3	phlm, mele	
suffix	magicsuffix.txt	503	of War Cry	#% Chance to cast level # [Skill] when struck	1	1	yes	77	1	55	39	-16				63	54	-9	gethit-skill(154) 10-13	phlm, mele	
suffix	magicsuffix.txt	504	of Battle Command	#% Chance to cast level # [Skill] when struck	1	1	yes	77	1	30	21	-9	48	34	-14	33	28	-5	gethit-skill(155) 4-3	phlm, mele	
suffix	magicsuffix.txt	505	of Battle Command	#% Chance to cast level # [Skill] when struck	1	1	yes	77	1	48	34	-14				53	45	-8	gethit-skill(155) 8-10	phlm, mele	
suffix	magicsuffix.txt	506	of Firestorms	#% Chance to cast level # [Skill] when struck	1	1	yes	77	1	1	1	0	18	13	-5	1	1	0	gethit-skill(225) 33-1	mele	
suffix	magicsuffix.txt	507	of Firestorms	#% Chance to cast level # [Skill] when struck	1	1	yes	77	1	18	13	-5	56	39	-17	18	15	-3	gethit-skill(225) 33-9	mele	
suffix	magicsuffix.txt	508	of Molten Boulders	#% Chance to cast level # [Skill] when struck	1	1	yes	77	1	6	4	-2	24	17	-7	6	5	-1	gethit-skill(229) 4-1	mele	
suffix	magicsuffix.txt	509	of Molten Boulders	#% Chance to cast level # [Skill] when struck	1	1	yes	77	1	24	17	-7	53	37	-16	21	18	-3	gethit-skill(229) 7-9	mele	
suffix	magicsuffix.txt	510	of Eruption	#% Chance to cast level # [Skill] when struck	1	1	yes	77	1	12	8	-4	36	25	-11	12	10	-2	gethit-skill(234) 5-1	mele	
suffix	magicsuffix.txt	511	of Eruption	#% Chance to cast level # [Skill] when struck	1	1	yes	77	1	36	25	-11	68	48	-20	36	31	-5	gethit-skill(234) 8-15	mele	
suffix	magicsuffix.txt	512	of Cyclone Armor	#% Chance to cast level # [Skill] when struck	1	1	yes	77	1	12	8	-4	35	25	-10	12	10	-2	gethit-skill(235) 6-1	mele, tors	
suffix	magicsuffix.txt	513	of Cyclone Armor	#% Chance to cast level # [Skill] when struck	1	1	yes	77	1	35	25	-10				37	31	-6	gethit-skill(235) 9-14	tors, mele	
suffix	magicsuffix.txt	514	of Twister	#% Chance to cast level # [Skill] when struck	1	1	yes	77	1	18	13	-5	36	25	-11	18	15	-3	gethit-skill(240) 4-1	mele, amul, circ	
suffix	magicsuffix.txt	515	of Twister	#% Chance to cast level # [Skill] when struck	1	1	yes	77	1	36	25	-11				38	32	-6	gethit-skill(240) 8-17	amul, circ, mele	
suffix	magicsuffix.txt	516	of Volcano	#% Chance to cast level # [Skill] when struck	1	1	yes	77	1	24	17	-7	42	29	-13	25	21	-4	gethit-skill(244) 4-2	mele	
suffix	magicsuffix.txt	517	of Volcano	#% Chance to cast level # [Skill] when struck	1	1	yes	77	1	42	29	-13				44	37	-7	gethit-skill(244) 7-15	mele	
suffix	magicsuffix.txt	518	of Tornado	#% Chance to cast level # [Skill] when struck	1	1	yes	77	1	24	17	-7	49	34	-15	25	21	-4	gethit-skill(245) 6-2	mele, amul, circ	
suffix	magicsuffix.txt	519	of Tornado	#% Chance to cast level # [Skill] when struck	1	1	yes	77	1	49	34	-15				50	43	-7	gethit-skill(245) 7-16	amul, circ, mele	
suffix	magicsuffix.txt	520	of Armageddon	#% Chance to cast level # [Skill] when struck	1	1	yes	77	1	30	21	-9	60	42	-18	33	28	-5	gethit-skill(249) 4-4	mele	
suffix	magicsuffix.txt	521	of Armageddon	#% Chance to cast level # [Skill] when struck	1	1	yes	77	1	60	42	-18				70	60	-10	gethit-skill(249) 6-19	mele	
suffix	magicsuffix.txt	522	of Hurricane	#% Chance to cast level # [Skill] when struck	1	1	yes	77	1	30	21	-9	65	46	-19	33	28	-5	gethit-skill(250) 11-3	mele, amul, circ	
suffix	magicsuffix.txt	523	of Hurricane	#% Chance to cast level # [Skill] when struck	1	1	yes	77	1	65	46	-19				65	55	-10	gethit-skill(250) 8-21	amul, circ, mele	
suffix	magicsuffix.txt	524	of Burst of Speed2	#% Chance to cast level # [Skill] when struck	1	1	yes	77	1	6	4	-2	40	28	-12	6	5	-1	gethit-skill(258) 5-2	boot, mele	
suffix	magicsuffix.txt	525	of Burst of Speed2	#% Chance to cast level # [Skill] when struck	1	1	yes	77	1	40	28	-12				45	38	-7	gethit-skill(258) 8-8	boot, mele	
suffix	magicsuffix.txt	526	of Snowlash	#% Chance to cast level # [Skill] when struck	0	1	yes	77	1	18	13	-5	36	25	-11	18	15	-3	gethit-skill(264) 5-1	amul, mele	
suffix	magicsuffix.txt	527	of Snowlash	#% Chance to cast level # [Skill] when struck	0	1	yes	77	1	36	25	-11				38	32	-6	gethit-skill(264) 9-13	amul, mele	
suffix	magicsuffix.txt	528	of Fading2	#% Chance to cast level # [Skill] when struck	1	1	yes	77	1	18	13	-5	50	35	-15	18	15	-3	gethit-skill(267) 4-1	tors, amul, mele	
suffix	magicsuffix.txt	529	of Fading2	#% Chance to cast level # [Skill] when struck	1	1	yes	77	1	50	35	-15				53	45	-8	gethit-skill(267) 8-12	tors, amul, mele	
suffix	magicsuffix.txt	530	of Mind Blasting2	#% Chance to cast level # [Skill] when struck	0	1	yes	77	1	24	17	-7	48	34	-14	25	21	-4	gethit-skill(273) 3-2	helm, mele	
suffix	magicsuffix.txt	531	of Mind Blasting2	#% Chance to cast level # [Skill] when struck	0	1	yes	77	1	48	34	-14				48	41	-7	gethit-skill(273) 7-18	helm, mele	
suffix	magicsuffix.txt	532	of Blade Shield2	#% Chance to cast level # [Skill] when struck	1	1	yes	77	1	30	21	-9	48	34	-14	33	28	-5	gethit-skill(277) 6-3	tors, mele	
suffix	magicsuffix.txt	533	of Blade Shield2	#% Chance to cast level # [Skill] when struck	1	1	yes	77	1	48	34	-14				50	43	-7	gethit-skill(277) 9-17	tors, mele	
suffix	magicsuffix.txt	534	of Venom	#% Chance to cast level # [Skill] when struck	1	1	yes	77	1	30	21	-9	57	40	-17	33	28	-5	gethit-skill(278) 12-3	glov, mele	
suffix	magicsuffix.txt	535	of Venom	#% Chance to cast level # [Skill] when struck	1	1	yes	77	1	57	40	-17				61	52	-9	gethit-skill(278) 8-19	glov, mele	
suffix	magicsuffix.txt	536	of Inner Sight	#% Chance to cast level # [Skill] on striking	1	1	yes	78	1	1	1	0	46	32	-14	1	1	0	hit-skill(8) 3-3	amul, amaz, circ, glov	
suffix	magicsuffix.txt	537	of Inner Sight	#% Chance to cast level # [Skill] on striking	1	1	yes	78	1	46	32	-14				46	39	-7	hit-skill(8) 10-11	amul, amaz, circ, glov	
suffix	magicsuffix.txt	538	of Slow Missiles	#% Chance to cast level # [Skill] on striking	1	1	yes	78	1	34	24	-10				33	28	-5	hit-skill(17) 4-2	amaz, glov, amul	
suffix	magicsuffix.txt	539	of Lightning Fury	#% Chance to cast level # [Skill] on striking	1	1	yes	78	1	30	21	-9	70	49	-21	33	28	-5	hit-skill(35) 5-7	jave	
suffix	magicsuffix.txt	540	of Lightning Fury	#% Chance to cast level # [Skill] on striking	1	1	yes	78	1	70	49	-21				71	60	-11	hit-skill(35) 9-15	jave	
suffix	magicsuffix.txt	541	of Fire Bolts	#% Chance to cast level # [Skill] on striking	1	1	yes	78	1	1	1	0	11	8	-3	1	1	0	hit-skill(36) 5-2	weap, ring, circ	
suffix	magicsuffix.txt	542	of Fire Bolts	#% Chance to cast level # [Skill] on striking	1	1	yes	78	1	11	8	-3	44	31	-13	11	9	-2	hit-skill(36) 8-9	weap, ring, circ	
suffix	magicsuffix.txt	543	of Charged Bolts	#% Chance to cast level # [Skill] on striking	1	1	yes	78	1	1	1	0	11	8	-3	1	1	0	hit-skill(38) 5-2	weap, ring, circ	
suffix	magicsuffix.txt	544	of Charged Bolts	#% Chance to cast level # [Skill] on striking	1	1	yes	78	1	11	8	-3	44	31	-13	11	9	-2	hit-skill(38) 8-9	weap, ring, circ	
suffix	magicsuffix.txt	545	of Ice Bolts	#% Chance to cast level # [Skill] on striking	1	1	yes	78	1	1	1	0	11	8	-3	1	1	0	hit-skill(39) 5-2	weap, ring, circ	
suffix	magicsuffix.txt	546	of Ice Bolts	#% Chance to cast level # [Skill] on striking	1	1	yes	78	1	11	8	-3	44	31	-13	11	9	-2	hit-skill(39) 8-9	weap, ring, circ	
suffix	magicsuffix.txt	547	of Static Field	#% Chance to cast level # [Skill] on striking	1	1	yes	78	1	18	13	-5	40	28	-12	18	15	-3	hit-skill(42) 3-4	weap, ring, circ	
suffix	magicsuffix.txt	548	of Static Field	#% Chance to cast level # [Skill] on striking	1	1	yes	78	1	40	28	-12				41	35	-6	hit-skill(42) 6-9	weap, ring, circ	
suffix	magicsuffix.txt	549	of Frost Novas	#% Chance to cast level # [Skill] on striking	1	1	yes	78	1	6	4	-2	42	29	-13	6	5	-1	hit-skill(44) 6-3	weap, amul, circ	
suffix	magicsuffix.txt	550	of Frost Novas	#% Chance to cast level # [Skill] on striking	1	1	yes	78	1	42	29	-13				42	36	-6	hit-skill(44) 6-13	weap, amul, circ	
suffix	magicsuffix.txt	551	of Ice Blasts	#% Chance to cast level # [Skill] on striking	1	1	yes	78	1	6	4	-2	32	22	-10	6	5	-1	hit-skill(45) 4-2	weap, ring, circ	
suffix	magicsuffix.txt	552	of Ice Blasts	#% Chance to cast level # [Skill] on striking	1	1	yes	78	1	32	22	-10				32	27	-5	hit-skill(45) 7-12	weap, ring, circ	
suffix	magicsuffix.txt	553	of Fire Balls	#% Chance to cast level # [Skill] on striking	1	1	yes	78	1	18	13	-5	32	22	-10	18	15	-3	hit-skill(47) 5-5	weap	
suffix	magicsuffix.txt	554	of Fire Balls	#% Chance to cast level # [Skill] on striking	1	1	yes	78	1	32	22	-10				32	27	-5	hit-skill(47) 5-19	weap	
suffix	magicsuffix.txt	555	of Novas	#% Chance to cast level # [Skill] on striking	1	1	yes	78	1	28	20	-8	60	42	-18	32	27	-5	hit-skill(48) 6-9	weap, shld	
suffix	magicsuffix.txt	556	of Novas	#% Chance to cast level # [Skill] on striking	1	1	yes	78	1	60	42	-18				60	51	-9	hit-skill(48) 6-21	weap, shld	
suffix	magicsuffix.txt	557	of Lightning	#% Chance to cast level # [Skill] on striking	1	1	yes	78	1	48	34	-14				48	41	-7	hit-skill(49) 8-14	weap	
suffix	magicsuffix.txt	558	of Fire Walls	#% Chance to cast level # [Skill] on striking	1	1	yes	78	1	24	17	-7	45	31	-14	24	20	-4	hit-skill(51) 4-7	weap	
suffix	magicsuffix.txt	559	of Fire Walls	#% Chance to cast level # [Skill] on striking	1	1	yes	78	1	45	31	-14				45	38	-7	hit-skill(51) 6-14	weap	
suffix	magicsuffix.txt	560	of Chain Lightning	#% Chance to cast level # [Skill] on striking	1	1	yes	78	1	46	32	-14				46	39	-7	hit-skill(53) 6-16	weap	
suffix	magicsuffix.txt	561	of Glacial Spikes	#% Chance to cast level # [Skill] on striking	1	1	yes	78	1	18	13	-5	40	28	-12	18	15	-3	hit-skill(55) 6-2	weap	
suffix	magicsuffix.txt	562	of Glacial Spikes	#% Chance to cast level # [Skill] on striking	1	1	yes	78	1	40	28	-12				40	34	-6	hit-skill(55) 7-11	weap	
suffix	magicsuffix.txt	563	of Meteors	#% Chance to cast level # [Skill] on striking	1	1	yes	78	1	32	22	-10	62	43	-19	32	27	-5	hit-skill(56) 4-7	weap	
suffix	magicsuffix.txt	564	of Meteors	#% Chance to cast level # [Skill] on striking	1	1	yes	78	1	62	43	-19				62	53	-9	hit-skill(56) 5-19	weap	
suffix	magicsuffix.txt	565	of Blizzards	#% Chance to cast level # [Skill] on striking	1	1	yes	78	1	29	20	-9	57	40	-17	29	25	-4	hit-skill(59) 9-6	weap	
suffix	magicsuffix.txt	566	of Blizzards	#% Chance to cast level # [Skill] on striking	1	1	yes	78	1	57	40	-17				57	48	-9	hit-skill(59) 5-18	weap	
