side	source_file	source_line	candidate_id	candidate	operation	name	group	level_before	level_after	levelreq_before	levelreq_after	maxlevel_before	maxlevel_after	frequency_before	frequency_after	mods	itypes	etypes
suffix	magicsuffix.txt	301	greater-vita	Greater Vita	add_late_duplicate	of Hope	26	45	45	37	31			48	48	hp 9-20	jewl	
suffix	magicsuffix.txt	730	greater-vita	Greater Vita	convert_existing_to_early	of Vita	26	88	62	88	75		87	6	3	hp 60-70	lcha	
suffix	magicsuffix.txt	730	greater-vita	Greater Vita	add_late_duplicate	of Vita	26	88	88	88	75			6	6	hp 60-70	lcha	
suffix	magicsuffix.txt	104	greater-leech	Greater Lamprey/Vampire	convert_existing_to_early	of the Locust	27	20	14	15	13		19	84	42	lifesteal 6-7	weap	orb
suffix	magicsuffix.txt	104	greater-leech	Greater Lamprey/Vampire	add_late_duplicate	of the Locust	27	20	20	15	13			84	84	lifesteal 6-7	weap	orb
suffix	magicsuffix.txt	114	greater-leech	Greater Lamprey/Vampire	convert_existing_to_early	of the Wraith	28	21	15	16	14		20	84	42	manasteal 6-7	weap	
suffix	magicsuffix.txt	114	greater-leech	Greater Lamprey/Vampire	add_late_duplicate	of the Wraith	28	21	21	16	14			84	84	manasteal 6-7	weap	
suffix	magicsuffix.txt	105	greater-leech	Greater Lamprey/Vampire	convert_existing_to_early	of the Lamprey	27	55	39	43	37		54	84	42	lifesteal 8-9	mele	orb
suffix	magicsuffix.txt	105	greater-leech	Greater Lamprey/Vampire	add_late_duplicate	of the Lamprey	27	55	55	43	37			84	84	lifesteal 8-9	mele	orb
suffix	magicsuffix.txt	115	greater-leech	Greater Lamprey/Vampire	convert_existing_to_early	of the Vampire	28	56	39	48	41		55	84	42	manasteal 8-9	mele	
suffix	magicsuffix.txt	115	greater-leech	Greater Lamprey/Vampire	add_late_duplicate	of the Vampire	28	56	56	48	41			84	84	manasteal 8-9	mele	
suffix	magicsuffix.txt	112	greater-leech	Greater Lamprey/Vampire	convert_existing_to_early	of the Lamprey	27	85	59	73	62		84	24	12	lifesteal 6-6	amul	
suffix	magicsuffix.txt	112	greater-leech	Greater Lamprey/Vampire	add_late_duplicate	of the Lamprey	27	85	85	73	62			24	24	lifesteal 6-6	amul	
suffix	magicsuffix.txt	118	greater-leech	Greater Lamprey/Vampire	convert_existing_to_early	of the Vampire	28	78	55	66	56		77	48	24	manasteal 7-8	amul, circ	
suffix	magicsuffix.txt	118	greater-leech	Greater Lamprey/Vampire	add_late_duplicate	of the Vampire	28	78	78	66	56			48	48	manasteal 7-8	amul, circ	
suffix	magicsuffix.txt	108	greater-leech	Greater Lamprey/Vampire	convert_existing_to_early	of the Lamprey	27	77	54	65	55		76	48	24	lifesteal 7-8	ring, circ	
suffix	magicsuffix.txt	108	greater-leech	Greater Lamprey/Vampire	add_late_duplicate	of the Lamprey	27	77	77	65	55			48	48	lifesteal 7-8	ring, circ	
suffix	magicsuffix.txt	109	greater-leech	Greater Lamprey/Vampire	convert_existing_to_early	of the Leech	27	34	24	26	22		33	48	24	lifesteal 3-3	glov	
suffix	magicsuffix.txt	109	greater-leech	Greater Lamprey/Vampire	add_late_duplicate	of the Leech	27	34	34	26	22			48	48	lifesteal 3-3	glov	
suffix	magicsuffix.txt	119	greater-leech	Greater Lamprey/Vampire	convert_existing_to_early	of the Bat	28	35	25	27	23		34	48	24	manasteal 3-3	glov	
suffix	magicsuffix.txt	119	greater-leech	Greater Lamprey/Vampire	add_late_duplicate	of the Bat	28	35	35	27	23			48	48	manasteal 3-3	glov	
suffix	magicsuffix.txt	122	greater-leech	Greater Lamprey/Vampire	convert_existing_to_early	of the Vampire	28	86	60	74	63		85	24	12	manasteal 6-8	ring	
suffix	magicsuffix.txt	122	greater-leech	Greater Lamprey/Vampire	add_late_duplicate	of the Vampire	28	86	86	74	63			24	24	manasteal 6-8	ring	
suffix	magicsuffix.txt	237	greater-titan	Greater Titan	convert_existing_to_early	of the Giant	31	59	41	51	43		58	36	18	str 10-15	mele, glov	blun
suffix	magicsuffix.txt	237	greater-titan	Greater Titan	add_late_duplicate	of the Giant	31	59	59	51	43			36	36	str 10-15	mele, glov	blun
suffix	magicsuffix.txt	228	greater-titan	Greater Titan	convert_existing_to_early	of Atlus	31	71	50	63	54		70	36	18	str 21-30	amul, belt, club, hamm, circ	
suffix	magicsuffix.txt	228	greater-titan	Greater Titan	add_late_duplicate	of Atlus	31	71	71	63	54			36	36	str 21-30	amul, belt, club, hamm, circ	
suffix	magicsuffix.txt	236	greater-titan	Greater Titan	convert_existing_to_early	of the Ox	31	45	31	37	31		44	36	18	str 6-9	mele, glov, shld	blun
suffix	magicsuffix.txt	236	greater-titan	Greater Titan	add_late_duplicate	of the Ox	31	45	45	37	31			36	36	str 6-9	mele, glov, shld	blun
suffix	magicsuffix.txt	240	greater-titan	Greater Titan	convert_existing_to_early	of Virility	31	50	35	42	36		49	48	24	str 7-9	jewl	
suffix	magicsuffix.txt	240	greater-titan	Greater Titan	add_late_duplicate	of Virility	31	50	50	42	36			48	48	str 7-9	jewl	
suffix	magicsuffix.txt	233	greater-titan	Greater Titan	convert_existing_to_early	of the Titan	31	74	52	66	56		73	36	18	str 16-20	ring, scep, mace, tors	
suffix	magicsuffix.txt	233	greater-titan	Greater Titan	add_late_duplicate	of the Titan	31	74	74	66	56			36	36	str 16-20	ring, scep, mace, tors	
suffix	magicsuffix.txt	741	greater-titan	Greater Titan	convert_existing_to_early	of Energy	31	61	43	61	52		60	4	2	enr 5-8	lcha	
suffix	magicsuffix.txt	741	greater-titan	Greater Titan	add_late_duplicate	of Energy	31	61	61	61	52			4	4	enr 5-8	lcha	
suffix	magicsuffix.txt	321	greater-inertia	Greater Inertia	convert_existing_to_early	of Traveling	35	65	46	57	48		64	48	24	move3 30-30; stamdrain 80-90	boot	
suffix	magicsuffix.txt	321	greater-inertia	Greater Inertia	add_late_duplicate	of Traveling	35	65	65	57	48			48	48	move3 30-30; stamdrain 80-90	boot	
suffix	magicsuffix.txt	320	greater-inertia	Greater Inertia	convert_existing_to_early	of Speed	35	37	26	29	25		36	48	24	move3 30-30	boot, circ	
suffix	magicsuffix.txt	320	greater-inertia	Greater Inertia	add_late_duplicate	of Speed	35	37	37	29	25			48	48	move3 30-30	boot, circ	
suffix	magicsuffix.txt	742	greater-inertia	Greater Inertia	convert_existing_to_early	of Inertia	35	81	57	81	69		80	6	3	move3 10-10	lcha	
suffix	magicsuffix.txt	742	greater-inertia	Greater Inertia	add_late_duplicate	of Inertia	35	81	81	81	69			6	6	move3 10-10	lcha	
suffix	magicsuffix.txt	302	greater-elephant	Greater Elephant	convert_existing_to_early	of the Elephant	41	66	46	58	49		65	24	12	hp/lvl(4) -; mana/lvl(2) -	ring, amul	
suffix	magicsuffix.txt	302	greater-elephant	Greater Elephant	add_late_duplicate	of the Elephant	41	66	66	58	49			24	24	hp/lvl(4) -; mana/lvl(2) -	ring, amul	
suffix	magicsuffix.txt	303	greater-elephant	Greater Elephant	convert_existing_to_early	of the Elephant	41	37	26	7	6		36	24	12	hp/lvl(4) -; mana/lvl(2) -	circ, pelt	
suffix	magicsuffix.txt	303	greater-elephant	Greater Elephant	add_late_duplicate	of the Elephant	41	37	37	7	6			24	24	hp/lvl(4) -; mana/lvl(2) -	circ, pelt	
suffix	magicsuffix.txt	304	greater-elephant	Greater Elephant	convert_existing_to_early	of the Kraken	41	20	14	1	1		19	12	6	hp/lvl(6) -	tors, amul, pelt, phlm	
suffix	magicsuffix.txt	304	greater-elephant	Greater Elephant	add_late_duplicate	of the Kraken	41	20	20	1	1			12	12	hp/lvl(6) -	tors, amul, pelt, phlm	
suffix	magicsuffix.txt	267	greater-zodiac	Greater Zodiac	convert_existing_to_early	of Agility2	42	75	53	75	64		74	12	6	dex% 21-30	weap, boot	
suffix	magicsuffix.txt	267	greater-zodiac	Greater Zodiac	add_late_duplicate	of Agility2	42	75	75	75	64			12	12	dex% 21-30	weap, boot	
suffix	magicsuffix.txt	270	greater-zodiac	Greater Zodiac	convert_existing_to_early	of Power2	42	75	53	75	64		74	12	6	str% 21-30	weap, glov	
suffix	magicsuffix.txt	270	greater-zodiac	Greater Zodiac	add_late_duplicate	of Power2	42	75	75	75	64			12	12	str% 21-30	weap, glov	
suffix	magicsuffix.txt	273	greater-zodiac	Greater Zodiac	convert_existing_to_early	of Endurance2	42	75	53	75	64		74	12	6	vit% 21-30	weap, glov	
suffix	magicsuffix.txt	273	greater-zodiac	Greater Zodiac	add_late_duplicate	of Endurance2	42	75	75	75	64			12	12	vit% 21-30	weap, glov	
suffix	magicsuffix.txt	276	greater-zodiac	Greater Zodiac	convert_existing_to_early	of Spirit2	42	75	53	75	64		74	12	6	enr% 21-30	weap, glov	
suffix	magicsuffix.txt	276	greater-zodiac	Greater Zodiac	add_late_duplicate	of Spirit2	42	75	75	75	64			12	12	enr% 21-30	weap, glov	
suffix	magicsuffix.txt	280	greater-zodiac	Greater Zodiac	convert_existing_to_early	of the Zodiac	42	86	60	83	71		85	12	6	all-stats 21-30	amul, ring, circ, orb, staf, wand	
suffix	magicsuffix.txt	280	greater-zodiac	Greater Zodiac	add_late_duplicate	of the Zodiac	42	86	86	83	71			12	12	all-stats 21-30	amul, ring, circ, orb, staf, wand	
suffix	magicsuffix.txt	263	greater-zodiac	Greater Zodiac	convert_existing_to_early	of Power	42	1	1	1	1		1	12	6	str/lvl(3) -	belt, amul	
suffix	magicsuffix.txt	263	greater-zodiac	Greater Zodiac	add_late_duplicate	of Power	42	1	1	1	1			12	12	str/lvl(3) -	belt, amul	
suffix	magicsuffix.txt	262	greater-zodiac	Greater Zodiac	convert_existing_to_early	of Grace	42	1	1	1	1		1	12	6	dex/lvl(3) -	helm, amul	
suffix	magicsuffix.txt	262	greater-zodiac	Greater Zodiac	add_late_duplicate	of Grace	42	1	1	1	1			12	12	dex/lvl(3) -	helm, amul	
suffix	magicsuffix.txt	186	greater-elements	Greater Elements	convert_existing_to_early	of the Yeti	43	20	14	1	1		19	12	6	res-cold/lvl(6) -	armo, ring, amul	
suffix	magicsuffix.txt	186	greater-elements	Greater Elements	add_late_duplicate	of the Yeti	43	20	20	1	1			12	12	res-cold/lvl(6) -	armo, ring, amul	
suffix	magicsuffix.txt	188	greater-elements	Greater Elements	convert_existing_to_early	of the Phoenix	43	20	14	1	1		19	12	6	res-fire/lvl(6) -	armo, ring, amul	
suffix	magicsuffix.txt	188	greater-elements	Greater Elements	add_late_duplicate	of the Phoenix	43	20	20	1	1			12	12	res-fire/lvl(6) -	armo, ring, amul	
suffix	magicsuffix.txt	190	greater-elements	Greater Elements	convert_existing_to_early	of the Efreeti	43	20	14	1	1		19	12	6	res-ltng/lvl(6) -	armo, ring, amul	
suffix	magicsuffix.txt	190	greater-elements	Greater Elements	add_late_duplicate	of the Efreeti	43	20	20	1	1			12	12	res-ltng/lvl(6) -	armo, ring, amul	
suffix	magicsuffix.txt	192	greater-elements	Greater Elements	convert_existing_to_early	of the Cobra	43	20	14	1	1		19	12	6	res-pois/lvl(6) -	armo, ring, amul	
suffix	magicsuffix.txt	192	greater-elements	Greater Elements	add_late_duplicate	of the Cobra	43	20	20	1	1			12	12	res-pois/lvl(6) -	armo, ring, amul	
suffix	magicsuffix.txt	195	greater-elements	Greater Elements	convert_existing_to_early	of the Elements	43	77	54	71	60		76	24	12	res-cold/lvl(5) -; res-fire/lvl(5) -; res-ltng/lvl(5) -	circ, shld	
suffix	magicsuffix.txt	195	greater-elements	Greater Elements	add_late_duplicate	of the Elements	43	77	77	71	60			24	24	res-cold/lvl(5) -; res-fire/lvl(5) -; res-ltng/lvl(5) -	circ, shld	
suffix	magicsuffix.txt	125	greater-lich	Greater Lich	convert_existing_to_early	of the Lich	60	87	61	84	71		86	12	6	manasteal 8-9; lifesteal 10-12	ring, amul	
suffix	magicsuffix.txt	125	greater-lich	Greater Lich	add_late_duplicate	of the Lich	60	87	87	84	71			12	12	manasteal 8-9; lifesteal 10-12	ring, amul	
suffix	magicsuffix.txt	4	greater-guarding	Greater Guarding	convert_existing_to_early	of Guarding	61	51	36	46	39		50	60	30	ac 26-50	ring, amul	
suffix	magicsuffix.txt	4	greater-guarding	Greater Guarding	add_late_duplicate	of Guarding	61	51	51	46	39			60	60	ac 26-50	ring, amul	
suffix	magicsuffix.txt	386	greater-paralysis	Greater Paralysis	convert_existing_to_early	Paralysis1	64	62	43	56	48		61	24	12	slow 21-25	weap	
suffix	magicsuffix.txt	386	greater-paralysis	Greater Paralysis	add_late_duplicate	Paralysis1	64	62	62	56	48			24	24	slow 21-25	weap	
suffix	magicsuffix.txt	385	greater-paralysis	Greater Paralysis	convert_existing_to_early	Daze1	64	46	32	41	35		45	24	12	slow 16-20	weap, glov	
suffix	magicsuffix.txt	385	greater-paralysis	Greater Paralysis	add_late_duplicate	Daze1	64	46	46	41	35			24	24	slow 16-20	weap, glov	
suffix	magicsuffix.txt	389	greater-blindness	Greater Blindness	convert_existing_to_early	of Blindness1	65	61	43	57	48		60	12	6	stupidity 3-3	weap	
suffix	magicsuffix.txt	389	greater-blindness	Greater Blindness	add_late_duplicate	of Blindness1	65	61	61	57	48			12	12	stupidity 3-3	weap	
suffix	magicsuffix.txt	390	greater-reanimation	Greater Reanimation	convert_existing_to_early	of Reanimation1	66	51	36	47	40		50	12	6	reanimate(5) 3-5	weap, glov, amul	
suffix	magicsuffix.txt	390	greater-reanimation	Greater Reanimation	add_late_duplicate	of Reanimation1	66	51	51	47	40			12	12	reanimate(5) 3-5	weap, glov, amul	
suffix	magicsuffix.txt	317	greater-four-seasons	Greater Four Seasons	convert_existing_to_early	of the Soul2	67	75	53	75	64		74	24	12	heal-kill 16-25	weap, belt, ring, amul, circ	
suffix	magicsuffix.txt	317	greater-four-seasons	Greater Four Seasons	add_late_duplicate	of the Soul2	67	75	75	75	64			24	24	heal-kill 16-25	weap, belt, ring, amul, circ	
suffix	magicsuffix.txt	201	greater-four-seasons	Greater Four Seasons	convert_existing_to_early	of the Four Seasons2	67	87	61	75	64		86	12	6	res-all-max 4-6	armo, shld, ring, amul	
suffix	magicsuffix.txt	201	greater-four-seasons	Greater Four Seasons	add_late_duplicate	of the Four Seasons2	67	87	87	75	64			12	12	res-all-max 4-6	armo, shld, ring, amul	
suffix	magicsuffix.txt	625	greater-draining	Greater Draining	convert_existing_to_early	of Siphoning	80	20	14	20	17		19	2	1	healperhit 10-12	mele, amaz	
suffix	magicsuffix.txt	625	greater-draining	Greater Draining	add_late_duplicate	of Siphoning	80	20	20	20	17			2	2	healperhit 10-12	mele, amaz	
suffix	magicsuffix.txt	785	greater-missile-suffix	Greater missile suffixes	convert_existing_to_early	of the Swift	200	80	56	50	43		79	3	2	swing1 20-30	misl	
suffix	magicsuffix.txt	785	greater-missile-suffix	Greater missile suffixes	add_late_duplicate	of the Swift	200	80	80	50	43			3	3	swing1 20-30	misl	
suffix	magicsuffix.txt	788	greater-missile-suffix	Greater missile suffixes	convert_existing_to_early	of Slaying	201	80	56	50	43		79	3	2	deadly 15-20	misl	
suffix	magicsuffix.txt	788	greater-missile-suffix	Greater missile suffixes	add_late_duplicate	of Slaying	201	80	80	50	43			3	3	deadly 15-20	misl	
suffix	magicsuffix.txt	791	greater-missile-suffix	Greater missile suffixes	convert_existing_to_early	of Maiming	201	80	56	50	43		79	3	2	openwounds 15-20	misl	
suffix	magicsuffix.txt	791	greater-missile-suffix	Greater missile suffixes	add_late_duplicate	of Maiming	201	80	80	50	43			3	3	openwounds 15-20	misl	
suffix	magicsuffix.txt	794	greater-missile-suffix	Greater missile suffixes	convert_existing_to_early	of Piercing	201	80	56	50	43		79	3	2	pierce 20-30	misl	
suffix	magicsuffix.txt	794	greater-missile-suffix	Greater missile suffixes	add_late_duplicate	of Piercing	201	80	80	50	43			3	3	pierce 20-30	misl	
suffix	magicsuffix.txt	797	greater-missile-suffix	Greater missile suffixes	convert_existing_to_early	of the Vampire	202	80	56	40	34		79	3	2	lifesteal 5-10	misl	
suffix	magicsuffix.txt	797	greater-missile-suffix	Greater missile suffixes	add_late_duplicate	of the Vampire	202	80	80	40	34			3	3	lifesteal 5-10	misl	
suffix	magicsuffix.txt	800	greater-missile-suffix	Greater missile suffixes	convert_existing_to_early	of the Bat	203	80	56	40	34		79	3	2	manasteal 5-10	misl	
suffix	magicsuffix.txt	800	greater-missile-suffix	Greater missile suffixes	add_late_duplicate	of the Bat	203	80	80	40	34			3	3	manasteal 5-10	misl	
suffix	magicsuffix.txt	803	greater-missile-suffix	Greater missile suffixes	convert_existing_to_early	of Resistance	204	80	56	40	34		79	3	2	res-fire 20-30	misl	
suffix	magicsuffix.txt	803	greater-missile-suffix	Greater missile suffixes	add_late_duplicate	of Resistance	204	80	80	40	34			3	3	res-fire 20-30	misl	
suffix	magicsuffix.txt	806	greater-missile-suffix	Greater missile suffixes	convert_existing_to_early	of Resistance	204	80	56	40	34		79	3	2	res-cold 20-30	misl	
suffix	magicsuffix.txt	806	greater-missile-suffix	Greater missile suffixes	add_late_duplicate	of Resistance	204	80	80	40	34			3	3	res-cold 20-30	misl	
suffix	magicsuffix.txt	809	greater-missile-suffix	Greater missile suffixes	convert_existing_to_early	of Resistance	204	80	56	40	34		79	3	2	res-ltng 20-30	misl	
suffix	magicsuffix.txt	809	greater-missile-suffix	Greater missile suffixes	add_late_duplicate	of Resistance	204	80	80	40	34			3	3	res-ltng 20-30	misl	
suffix	magicsuffix.txt	812	greater-missile-suffix	Greater missile suffixes	convert_existing_to_early	of Resistance	204	80	56	40	34		79	3	2	res-pois 20-30	misl	
suffix	magicsuffix.txt	812	greater-missile-suffix	Greater missile suffixes	add_late_duplicate	of Resistance	204	80	80	40	34			3	3	res-pois 20-30	misl	
suffix	magicsuffix.txt	815	greater-missile-suffix	Greater missile suffixes	convert_existing_to_early	of Resistance	204	80	56	40	34		79	3	2	res-all 8-12	misl	
suffix	magicsuffix.txt	815	greater-missile-suffix	Greater missile suffixes	add_late_duplicate	of Resistance	204	80	80	40	34			3	3	res-all 8-12	misl	
suffix	magicsuffix.txt	818	greater-missile-suffix	Greater missile suffixes	convert_existing_to_early	of Fortune	205	50	35	50	43		49	3	2	mag% 25-40; gold% 50-80	misl	
suffix	magicsuffix.txt	818	greater-missile-suffix	Greater missile suffixes	add_late_duplicate	of Fortune	205	50	50	50	43			3	3	mag% 25-40; gold% 50-80	misl	
suffix	magicsuffix.txt	822	greater-missile-suffix	Greater missile suffixes	convert_existing_to_early	of Transcendence	206	85	59	80	68		84	1	1	hit-skill(Lower Resist) 10-10; pierce-elem 10-15	misl	
suffix	magicsuffix.txt	822	greater-missile-suffix	Greater missile suffixes	add_late_duplicate	of Transcendence	206	85	85	80	68			1	1	hit-skill(Lower Resist) 10-10; pierce-elem 10-15	misl	
suffix	magicsuffix.txt	823	greater-missile-suffix	Greater missile suffixes	convert_existing_to_early	of Transcendence	206	85	59	80	68		84	1	1	hit-skill(Amplify Damage) 10-10; pierce-dmg 10-15	misl	
suffix	magicsuffix.txt	823	greater-missile-suffix	Greater missile suffixes	add_late_duplicate	of Transcendence	206	85	85	80	68			1	1	hit-skill(Amplify Damage) 10-10; pierce-dmg 10-15	misl	
suffix	magicsuffix.txt	824	greater-missile-suffix	Greater missile suffixes	convert_existing_to_early	of Transcendence	206	85	59	80	68		84	1	1	hit-skill(Weaken) 10-10; pierce-mag 10-15	misl	
suffix	magicsuffix.txt	824	greater-missile-suffix	Greater missile suffixes	add_late_duplicate	of Transcendence	206	85	85	80	68			1	1	hit-skill(Weaken) 10-10; pierce-mag 10-15	misl	
